0
-124.4387,42.9538
-124.4392,42.9530
-124.4400,42.9516
-124.4404,42.9511
-124.4405,42.9509
-124.4409,42.9502
-124.4413,42.9496
-124.4415,42.9493
-124.4426,42.9475
-124.4427,42.9472
-124.4429,42.9469
-124.4431,42.9465
-124.4433,42.9461
-124.4434,42.9459
-124.4436,42.9454
-124.4441,42.9443
-124.4443,42.9437
-124.4445,42.9434
-124.4447,42.9430
-124.4448,42.9426
-124.4450,42.9422
-124.4452,42.9419
-124.4457,42.9407
-124.4461,42.9397
-124.4462,42.9397
-124.4469,42.9380
-124.4470,42.9378
-124.4473,42.9371
-124.4474,42.9369
-124.4478,42.9361
-124.4481,42.9355
-124.4483,42.9350
-124.4490,42.9335
-124.4491,42.9331
-124.4492,42.9329
-124.4493,42.9326
-124.4497,42.9319
-124.4498,42.9316
-124.4498,42.9315
-124.4498,42.9313
-124.4499,42.9310
-124.4499,42.9308
-124.4499,42.9306
-124.4499,42.9294
-124.4499,42.9289
-124.4499,42.9286
-124.4500,42.9280
-124.4500,42.9278
-124.4500,42.9274
-124.4500,42.9267
-124.4500,42.9265
-124.4500,42.9259
-124.4500,42.9251
-124.4500,42.9248
-124.4500,42.9244
-124.4500,42.9242
-124.4500,42.9241
-124.4500,42.9240
-124.4500,42.9238
-124.4500,42.9236
-124.4500,42.9234
-124.4500,42.9234
-124.4500,42.9233
-124.4500,42.9232
-124.4501,42.9225
-124.4502,42.9221
-124.4502,42.9219
-124.4502,42.9218
-124.4503,42.9217
-124.4503,42.9215
-124.4503,42.9213
-124.4504,42.9209
-124.4504,42.9208
-124.4505,42.9205
-124.4505,42.9204
-124.4505,42.9201
-124.4507,42.9190
-124.4507,42.9184
-124.4513,42.9175
-124.4521,42.9162
-124.4522,42.9161
-124.4522,42.9160
-124.4528,42.9151
-124.4539,42.9136
-124.4544,42.9129
-124.4553,42.9116
-124.4553,42.9114
-124.4558,42.9108
-124.4559,42.9105
-124.4561,42.9102
-124.4562,42.9100
-124.4564,42.9096
-124.4565,42.9094
-124.4566,42.9090
-124.4567,42.9089
-124.4569,42.9082
-124.4571,42.9077
-124.4573,42.9070
-124.4576,42.9063
-124.4576,42.9061
-124.4577,42.9058
-124.4579,42.9054
-124.4583,42.9042
-124.4587,42.9029
-124.4593,42.9011
-124.4596,42.9003
-124.4601,42.8987
-124.4605,42.8977
-124.4607,42.8971
-124.4607,42.8971
-124.4609,42.8965
-124.4611,42.8960
-124.4619,42.8935
-124.4620,42.8932
-124.4620,42.8929
-124.4621,42.8927
-124.4621,42.8925
-124.4621,42.8924
-124.4621,42.8922
-124.4621,42.8919
-124.4621,42.8914
-124.4621,42.8908
-124.4621,42.8908
-124.4622,42.8904
-124.4622,42.8900
-124.4623,42.8897
-124.4626,42.8885
-124.4628,42.8879
-124.4628,42.8877
-124.4628,42.8876
-124.4634,42.8848
-124.4634,42.8846
-124.4635,42.8844
-124.4635,42.8843
-124.4636,42.8841
-124.4637,42.8840
-124.4638,42.8839
-124.4642,42.8832
-124.4652,42.8820
-124.4656,42.8815
-124.4656,42.8814
-124.4660,42.8809
-124.4662,42.8807
-124.4664,42.8804
-124.4667,42.8802
-124.4673,42.8797
-124.4674,42.8795
-124.4676,42.8794
-124.4677,42.8793
-124.4678,42.8792
-124.4678,42.8790
-124.4679,42.8789
-124.4680,42.8788
-124.4680,42.8786
-124.4681,42.8785
-124.4681,42.8784
-124.4681,42.8782
-124.4683,42.8773
-124.4684,42.8768
-124.4685,42.8767
-124.4685,42.8764
-124.4686,42.8761
-124.4686,42.8760
-124.4686,42.8759
-124.4686,42.8757
-124.4686,42.8756
-124.4686,42.8755
-124.4686,42.8754
-124.4686,42.8752
-124.4686,42.8750
-124.4684,42.8738
-124.4684,42.8735
-124.4681,42.8715
-124.4680,42.8712
-124.4680,42.8710
-124.4680,42.8709
-124.4679,42.8707
-124.4679,42.8706
-124.4678,42.8705
-124.4677,42.8703
-124.4676,42.8702
-124.4676,42.8701
-124.4676,42.8701
-124.4675,42.8700
-124.4674,42.8698
-124.4669,42.8693
-124.4669,42.8692
-124.4668,42.8691
-124.4667,42.8689
-124.4666,42.8688
-124.4666,42.8687
-124.4665,42.8685
-124.4665,42.8684
-124.4664,42.8683
-124.4664,42.8681
-124.4664,42.8680
-124.4664,42.8678
-124.4664,42.8677
-124.4664,42.8675
-124.4664,42.8674
-124.4664,42.8669
-124.4665,42.8662
-124.4666,42.8653
-124.4666,42.8651
